Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HF,AF,HC,AC,HY,AY,HR,AR,Season
2021-06-02,Genoa,Napoli,2,1,H,13,11,1,6,2,3,0,0,2020
2021-07-02,Benevento,Sampdoria,1,1,D,17,14,2,10,4,2,0,0,2020
2021-07-02,AC Milan,Crotone,4,0,H,17,9,8,6,3,1,0,0,2020
2021-07-02,Udinese,Hellas Verona,2,0,H,9,15,10,8,2,4,0,0,2020
2021-07-02,Parma,Bologna,0,3,A,13,13,5,1,2,1,0,0,2020
2021-07-02,Lazio,Cagliari,1,0,H,16,14,12,2,2,2,0,0,2020
2021-12-02,Bologna,Benevento,1,1,D,17,10,8,3,3,2,0,0,2020
2021-02-13,Torino,Genoa,0,0,D,13,15,3,5,2,4,0,0,2020
2021-02-13,Napoli,Juventus,1,0,H,9,18,3,9,2,3,0,0,2020
2021-02-13,Spezia,AC Milan,2,0,H,18,14,5,2,3,1,0,0,2020
2021-02-14,AS Roma,Udinese,3,0,H,17,7,7,2,2,0,0,0,2020
2021-02-14,Cagliari,Atalanta,0,1,A,17,14,6,6,3,3,0,0,2020
2021-02-14,Sampdoria,Fiorentina,2,1,H,14,11,6,7,1,3,0,0,2020
2021-02-14,Crotone,Sassuolo,1,2,A,15,17,7,8,1,1,0,0,2020
2021-02-14,Internazionale,Lazio,3,1,H,7,4,4,0,2,1,0,0,2020
2021-02-15,Hellas Verona,Parma,2,1,H,16,15,4,4,4,2,0,0,2020
2021-02-19,Fiorentina,Spezia,3,0,H,20,11,0,6,4,0,0,0,2020
2021-02-19,Cagliari,Torino,0,1,A,20,19,8,3,3,2,0,0,2020
2021-02-20,Lazio,Sampdoria,1,0,H,14,17,4,5,4,3,0,0,2020
2021-02-20,Genoa,Hellas Verona,2,2,D,11,17,5,1,1,1,0,0,2020
2021-02-20,Sassuolo,Bologna,1,1,D,14,8,10,6,1,0,0,1,2020
2021-02-21,Parma,Udinese,2,2,D,18,15,3,2,7,4,0,0,2020
2021-02-21,AC Milan,Internazionale,0,3,A,9,10,7,7,2,1,0,0,2020
2021-02-21,Atalanta,Napoli,4,2,H,20,11,6,2,2,1,0,0,2020
2021-02-21,Benevento,AS Roma,0,0,D,11,18,1,9,4,1,1,0,2020
2021-02-22,Juventus,Crotone,3,0,H,18,9,7,3,3,1,0,0,2020
2021-02-27,Spezia,Parma,2,2,D,18,19,8,2,3,4,0,0,2020
2021-02-27,Bologna,Lazio,2,0,H,9,18,4,7,1,2,0,0,2020
2021-02-27,Hellas Verona,Juventus,1,1,D,18,14,8,5,2,2,0,0,2020
2021-02-28,Sampdoria,Atalanta,0,2,A,7,17,5,6,1,3,0,0,2020
2021-02-28,Crotone,Cagliari,0,2,A,17,14,7,4,2,4,0,1,2020
2021-02-28,Internazionale,Genoa,3,0,H,12,8,9,1,0,2,0,0,2020
2021-02-28,Udinese,Fiorentina,1,0,H,12,20,3,9,1,2,0,0,2020
2021-02-28,Napoli,Benevento,2,0,H,13,15,8,2,3,2,1,0,2020
2021-02-28,AS Roma,AC Milan,1,2,A,14,9,5,8,3,3,0,0,2020
2021-02-03,Juventus,Spezia,3,0,H,14,13,5,10,2,0,0,0,2020
2021-03-03,Sassuolo,Napoli,3,3,D,16,13,6,4,2,2,0,0,2020
2021-03-03,Atalanta,Crotone,5,1,H,7,13,4,3,0,2,0,0,2020
2021-03-03,Benevento,Hellas Verona,0,3,A,8,20,2,7,0,1,0,0,2020
2021-03-03,Cagliari,Bologna,1,0,H,15,18,10,4,2,2,0,0,2020
2021-03-03,Fiorentina,AS Roma,1,2,A,10,15,2,3,1,2,0,0,2020
2021-03-03,Genoa,Sampdoria,1,1,D,16,16,2,4,1,0,0,0,2020
2021-03-03,AC Milan,Udinese,1,1,D,21,11,7,2,4,1,0,0,2020
2021-04-03,Parma,Internazionale,1,2,A,8,12,2,2,0,1,0,0,2020
2021-06-03,Spezia,Benevento,1,1,D,13,17,3,1,2,4,0,0,2020
2021-06-03,Udinese,Sassuolo,2,0,H,10,11,5,6,1,0,0,0,2020
2021-06-03,Juventus,Lazio,3,1,H,10,13,4,4,0,1,0,0,2020
2021-07-03,AS Roma,Genoa,1,0,H,15,15,7,1,1,4,0,0,2020
2021-07-03,Crotone,Torino,4,2,H,19,22,8,8,4,2,0,1,2020
2021-07-03,Fiorentina,Parma,3,3,D,19,16,3,3,0,3,0,0,2020
2021-07-03,Hellas Verona,AC Milan,0,2,A,14,12,8,1,2,0,0,0,2020
2021-07-03,Sampdoria,Cagliari,2,2,D,15,13,3,5,4,3,0,0,2020
2021-07-03,Napoli,Bologna,3,1,H,12,13,6,3,2,0,0,0,2020
2021-08-03,Internazionale,Atalanta,1,0,H,11,17,7,7,0,1,0,0,2020
2021-12-03,Lazio,Crotone,3,2,H,10,11,5,1,0,3,0,0,2020
2021-12-03,Atalanta,Spezia,3,1,H,17,6,3,5,2,0,0,0,2020
2021-03-13,Sassuolo,Hellas Verona,3,2,H,15,18,6,5,3,2,0,0,2020
2021-03-13,Benevento,Fiorentina,1,4,A,15,18,8,3,3,1,0,0,2020
2021-03-13,Genoa,Udinese,1,1,D,14,6,6,3,3,1,0,0,2020
2021-03-14,Bologna,Sampdoria,3,1,H,16,11,2,6,2,2,0,0,2020
2021-03-14,Parma,AS Roma,2,0,H,18,16,0,12,3,3,0,0,2020
2021-03-14,Torino,Internazionale,1,2,A,11,12,1,8,0,1,0,0,2020
2021-03-14,Cagliari,Juventus,1,3,A,12,16,8,5,0,2,0,0,2020
2021-03-14,AC Milan,Napoli,0,1,A,12,10,5,4,1,3,1,0,2020
2021-03-17,Torino,Sassuolo,3,2,H,10,16,6,3,1,2,0,0,2020
2021-03-19,Parma,Genoa,1,2,A,22,8,1,3,5,2,0,0,2020
2021-03-20,Crotone,Bologna,2,3,A,11,16,10,3,4,7,0,0,2020
2021-03-20,Spezia,Cagliari,2,1,H,13,16,4,4,1,2,0,0,2020
2021-03-21,Hellas Verona,Atalanta,0,2,A,23,20,4,7,3,2,0,0,2020
2021-03-21,Juventus,Benevento,0,1,A,12,13,9,1,2,4,0,0,2020
2021-03-21,Sampdoria,Torino,1,0,H,15,18,1,7,0,1,0,0,2020
2021-03-21,Udinese,Lazio,0,1,A,9,13,6,11,1,3,0,0,2020
2021-03-21,Fiorentina,AC Milan,2,3,A,6,11,8,8,1,3,0,0,2020
2021-03-21,AS Roma,Napoli,0,2,A,18,13,6,4,5,3,0,0,2020
2021-03-04,AC Milan,Sampdoria,1,1,D,15,16,5,5,2,5,0,1,2020
2021-03-04,Atalanta,Udinese,3,2,H,15,9,4,1,0,2,0,0,2020
2021-03-04,Benevento,Parma,2,2,D,21,18,3,3,2,1,0,0,2020
2021-03-04,Cagliari,Hellas Verona,0,2,A,17,18,6,5,1,3,0,0,2020
2021-03-04,Genoa,Fiorentina,1,1,D,17,10,4,2,2,1,0,1,2020
2021-03-04,Lazio,Spezia,2,1,H,18,21,3,4,3,3,2,0,2020
2021-03-04,Napoli,Crotone,4,3,H,5,17,4,6,0,4,0,0,2020
2021-03-04,Sassuolo,AS Roma,2,2,D,15,15,3,4,4,3,0,0,2020
2021-03-04,Torino,Juventus,2,2,D,16,15,5,6,3,2,0,0,2020
2021-03-04,Bologna,Internazionale,0,1,A,17,15,4,4,4,4,0,0,2020
2021-07-04,Internazionale,Sassuolo,2,1,H,8,13,1,8,2,3,0,0,2020
2021-07-04,Juventus,Napoli,2,1,H,17,12,2,6,1,2,0,0,2020
2021-10-04,Spezia,Crotone,3,2,H,12,15,3,4,1,1,0,0,2020
2021-10-04,Parma,AC Milan,1,3,A,14,11,7,3,4,4,0,1,2020
2021-10-04,Udinese,Torino,0,1,A,21,19,5,4,0,3,0,0,2020
2021-11-04,Internazionale,Cagliari,1,0,H,10,12,5,0,1,1,0,0,2020
2021-11-04,Juventus,Genoa,3,1,H,15,11,8,6,3,3,0,0,2020
2021-11-04,Sampdoria,Napoli,0,2,A,14,10,8,7,0,3,0,0,2020
2021-11-04,Hellas Verona,Lazio,0,1,A,15,13,5,4,0,2,0,0,2020
2021-11-04,AS Roma,Bologna,1,0,H,14,14,4,6,3,2,0,0,2020
2021-11-04,Fiorentina,Atalanta,2,3,A,15,13,0,6,3,1,0,0,2020
2021-12-04,Benevento,Sassuolo,0,1,A,12,14,3,8,3,2,0,0,2020
2021-04-17,Crotone,Udinese,1,2,A,12,19,5,7,0,2,0,1,2020
2021-04-17,Sampdoria,Hellas Verona,3,1,H,16,14,5,7,3,3,0,0,2020
2021-04-17,Sassuolo,Fiorentina,3,1,H,8,16,3,4,3,5,0,0,2020
2021-04-17,Cagliari,Parma,4,3,H,14,12,0,4,4,2,0,0,2020
2021-04-18,AC Milan,Genoa,2,1,H,10,13,5,4,0,1,0,0,2020
2021-04-18,Atalanta,Juventus,1,0,H,18,15,3,8,3,2,0,0,2020
2021-04-18,Bologna,Spezia,4,1,H,15,12,4,8,1,1,0,0,2020
2021-04-18,Lazio,Benevento,5,3,H,14,11,5,4,2,3,0,0,2020
2021-04-18,Torino,AS Roma,3,1,H,13,13,11,3,2,2,0,1,2020
2021-04-18,Napoli,Internazionale,1,1,D,12,12,3,3,5,2,0,0,2020
2021-04-20,Hellas Verona,Fiorentina,1,2,A,16,20,5,3,2,3,0,0,2020
2021-04-21,AC Milan,Sassuolo,1,2,A,18,13,3,7,0,1,0,0,2020
2021-04-21,Bologna,Torino,1,1,D,25,15,3,7,4,2,0,0,2020
2021-04-21,Crotone,Sampdoria,0,1,A,13,7,2,6,1,1,0,0,2020
2021-04-21,Genoa,Benevento,2,2,D,14,18,3,0,2,0,0,0,2020
2021-04-21,Juventus,Parma,3,1,H,12,18,6,6,2,2,0,0,2020
2021-04-21,Spezia,Internazionale,1,1,D,9,7,0,8,2,0,0,0,2020
2021-04-21,Udinese,Cagliari,0,1,A,11,14,2,5,0,2,0,0,2020
2021-04-22,AS Roma,Atalanta,1,1,D,16,7,4,8,4,2,1,1,2020
2021-04-22,Napoli,Lazio,5,2,H,7,18,2,3,4,4,0,0,2020
2021-04-24,Genoa,Spezia,2,0,H,18,14,0,3,2,2,0,0,2020
2021-04-24,Parma,Crotone,3,4,A,15,11,7,5,3,2,0,0,2020
2021-04-24,Sassuolo,Sampdoria,1,0,H,15,10,8,3,0,0,0,0,2020
2021-04-25,Benevento,Udinese,2,4,A,18,20,11,2,2,2,0,0,2020
2021-04-25,Fiorentina,Juventus,1,1,D,13,16,7,2,3,1,0,0,2020
2021-04-25,Internazionale,Hellas Verona,1,0,H,7,13,3,8,0,3,0,0,2020
2021-04-25,Cagliari,AS Roma,3,2,H,14,17,4,10,3,1,0,0,2020
2021-04-25,Atalanta,Bologna,5,0,H,11,8,8,3,0,1,0,1,2020
2021-04-26,Torino,Napoli,0,2,A,16,15,8,11,3,1,1,0,2020
2021-04-26,Lazio,AC Milan,3,0,H,10,11,1,9,2,0,0,0,2020
2021-01-05,Hellas Verona,Spezia,1,1,D,27,16,5,5,6,2,0,0,2020
2021-01-05,Crotone,Internazionale,0,2,A,10,9,4,11,1,2,0,0,2020
2021-01-05,AC Milan,Benevento,2,0,H,16,8,6,7,2,0,0,0,2020
2021-02-05,Lazio,Genoa,4,3,H,13,12,7,4,3,4,0,0,2020
2021-02-05,Bologna,Fiorentina,3,3,D,16,12,3,5,2,2,0,0,2020
2021-02-05,Napoli,Cagliari,1,1,D,8,14,3,1,1,3,0,0,2020
2021-02-05,Sassuolo,Atalanta,1,1,D,18,12,4,4,6,1,1,1,2020
2021-02-05,Udinese,Juventus,1,2,A,14,18,2,6,3,0,0,0,2020
2021-02-05,Sampdoria,AS Roma,2,0,H,14,13,8,8,0,3,0,0,2020
2021-03-05,Torino,Parma,1,0,H,10,17,5,2,0,3,0,0,2020
2021-08-05,Spezia,Napoli,1,4,A,15,18,1,2,3,2,0,0,2020
2021-08-05,Udinese,Bologna,1,1,D,12,18,5,10,1,1,0,0,2020
2021-08-05,Internazionale,Sampdoria,5,1,H,10,14,2,8,0,2,0,0,2020
2021-08-05,Fiorentina,Lazio,2,0,H,12,14,5,7,4,8,0,1,2020
2021-09-05,Genoa,Sassuolo,1,2,A,17,15,8,2,2,0,0,0,2020
2021-09-05,Benevento,Cagliari,1,3,A,17,20,4,5,2,2,0,0,2020
2021-09-05,Parma,Atalanta,2,5,A,12,15,1,3,1,1,0,0,2020
2021-09-05,Hellas Verona,Torino,1,1,D,16,22,9,3,3,3,0,0,2020
2021-09-05,AS Roma,Crotone,5,0,H,10,11,8,4,2,0,0,0,2020
2021-09-05,Juventus,AC Milan,0,3,A,17,12,8,2,2,2,0,0,2020
2021-11-05,Napoli,Udinese,5,1,H,8,14,8,3,0,1,0,0,2020
2021-12-05,Cagliari,Fiorentina,0,0,D,18,10,3,1,1,2,0,0,2020
2021-12-05,Atalanta,Benevento,2,0,H,19,11,7,5,2,5,0,1,2020
2021-12-05,Bologna,Genoa,0,2,A,9,11,12,4,1,3,0,0,2020
2021-12-05,Internazionale,AS Roma,3,1,H,4,12,5,8,0,4,0,0,2020
2021-12-05,Lazio,Parma,1,0,H,13,14,7,2,1,3,0,0,2020
2021-12-05,Sampdoria,Spezia,2,2,D,9,17,5,5,2,2,0,0,2020
2021-12-05,Sassuolo,Juventus,1,3,A,10,12,3,5,1,2,0,0,2020
2021-12-05,Torino,AC Milan,0,7,A,13,15,2,3,2,1,0,0,2020
2021-05-13,Crotone,Hellas Verona,2,1,H,20,11,0,9,3,1,0,0,2020
2021-05-15,Genoa,Atalanta,3,4,A,13,8,2,4,1,2,0,0,2020
2021-05-15,Spezia,Torino,4,1,H,25,17,3,6,3,5,0,0,2020
2021-05-15,Juventus,Internazionale,3,2,H,10,18,4,3,5,5,1,1,2020
2021-05-15,AS Roma,Lazio,2,0,H,8,8,4,4,2,2,0,1,2020
2021-05-16,Fiorentina,Napoli,0,2,A,15,9,3,6,5,1,1,0,2020
2021-05-16,Benevento,Crotone,1,1,D,12,19,8,4,2,2,0,1,2020
2021-05-16,Udinese,Sampdoria,0,1,A,12,13,6,3,3,1,0,0,2020
2021-05-16,Parma,Sassuolo,1,3,A,13,13,2,12,1,0,0,0,2020
2021-05-16,AC Milan,Cagliari,0,0,D,8,8,9,7,2,2,0,0,2020
2021-05-17,Hellas Verona,Bologna,2,2,D,19,17,4,4,3,3,0,0,2020
2021-05-18,Lazio,Torino,0,0,D,11,13,4,0,4,0,0,0,2020
2021-05-22,Cagliari,Genoa,0,1,A,9,13,8,4,1,4,0,1,2020
2021-05-22,Crotone,Fiorentina,0,0,D,11,10,6,5,2,2,0,0,2020
2021-05-22,Sampdoria,Parma,3,0,H,10,12,2,4,1,1,0,0,2020
2021-05-23,Internazionale,Udinese,5,1,H,13,16,3,2,1,0,0,0,2020
2021-05-23,Atalanta,AC Milan,0,2,A,17,11,3,0,3,3,1,0,2020
2021-05-23,Bologna,Juventus,1,4,A,7,16,3,0,1,2,0,0,2020
2021-05-23,Napoli,Hellas Verona,1,1,D,13,25,5,3,3,4,0,0,2020
2021-05-23,Sassuolo,Lazio,2,0,H,11,15,3,3,2,1,1,0,2020
2021-05-23,Spezia,AS Roma,2,2,D,13,14,5,2,0,1,0,0,2020
2021-05-23,Torino,Benevento,1,1,D,17,10,8,3,0,2,0,0,2020
